#index,total_evals,nonsep_0,nonsep_1,nonsep_2,nonsep_3,nonsep_4,nonsep_5,nonsep_6,nonsep_7,nonsep_8,nonsep_9,nonsep_10,nonsep_11,nonsep_12,nonsep_13,nonsep_14,nonsep_15,nonsep_16,nonsep_17,nonsep_18,nonsep_19,nonsep_20,nonsep_21,nonsep_22,nonsep_23,nonsep_24,nonsep_25,nonsep_26,nonsep_27,nonsep_28,nonsep_29,nonsep_30,nonsep_31,nonsep_32,nonsep_33,nonsep_34,nonsep_35,nonsep_36,nonsep_37,nonsep_38,nonsep_39,nonsep_40,nonsep_41,nonsep_42,nonsep_43,nonsep_44,nonsep_45,nonsep_46,nonsep_47,nonsep_48,nonsep_49,nonsep_50,nonsep_51,nonsep_52,nonsep_53,nonsep_54,nonsep_55,nonsep_56,nonsep_57,nonsep_58
11,,1_data_a[11],2_autoCreatedSpl2id15,3_or_bb_120_,4_autoCreatedSpl2id50,5_and_bi_165_,6_bfr_autonet253_,7_bfr_autonet254_,8_bfr_autonet290_,9_bfr_autonet256_,10_bfr_autonet292_,11_bfr_autonet293_,12_bfr_autonet345_,13_bfr_autonet295_,14_bfr_autonet296_,15_bfr_autonet262_,16_bfr_autonet298_,17_bfr_autonet350_,18_bfr_autonet351_,19_bfr_autonet402_,20_bfr_autonet403_,21_bfr_autonet404_,22_bfr_autonet355_,23_bfr_autonet406_,24_bfr_autonet449_,25_bfr_autonet450_,26_bfr_autonet502_,27_bfr_autonet503_,28_bfr_autonet504_,29_bfr_autonet454_,30_bfr_autonet506_,31_bfr_autonet557_,32_bfr_autonet558_,33_bfr_autonet559_,34_bfr_autonet609_,35_bfr_autonet610_,36_bfr_autonet562_,37_bfr_autonet612_,38_bfr_autonet613_,39_bfr_autonet614_,40_bfr_autonet615_,41_bfr_autonet667_,42_bfr_autonet668_,43_bfr_autonet618_,44_bfr_autonet670_,45_bfr_autonet671_,46_bfr_autonet672_,47_bfr_autonet673_,48_bfr_autonet724_,49_bfr_autonet725_,50_bfr_autonet676_,51_bfr_autonet727_,52_bfr_autonet728_,53_bfr_autonet729_,54_bfr_autonet730_,55_bfr_autonet777_,56_bfr_autonet778_,57_bfr_autonet733_,58_bfrresult[2],59_result[11]
12,,1_data_a[12],2_autoCreatedSpl2id16,3_or_ii_121_,4_autoCreatedSpl2id51,5_and_bi_171_,6_bfr_autonet288_,7_bfr_autonet289_,8_bfr_autonet341_,9_bfr_autonet291_,10_bfr_autonet343_,11_bfr_autonet344_,12_bfr_autonet395_,13_bfr_autonet346_,14_bfr_autonet347_,15_bfr_autonet297_,16_bfr_autonet349_,17_bfr_autonet400_,18_bfr_autonet401_,19_bfr_autonet444_,20_bfr_autonet445_,21_bfr_autonet446_,22_bfr_autonet405_,23_bfr_autonet448_,24_bfr_autonet500_,25_bfr_autonet501_,26_bfr_autonet552_,27_bfr_autonet553_,28_bfr_autonet554_,29_bfr_autonet505_,30_bfr_autonet556_,31_bfr_autonet606_,32_bfr_autonet607_,33_bfr_autonet608_,34_bfr_autonet660_,35_bfr_autonet661_,36_bfr_autonet611_,37_bfr_autonet663_,38_bfr_autonet664_,39_bfr_autonet665_,40_bfr_autonet666_,41_bfr_autonet717_,42_bfr_autonet718_,43_bfr_autonet669_,44_bfr_autonet720_,45_bfr_autonet721_,46_bfr_autonet722_,47_bfr_autonet723_,48_bfr_autonet770_,49_bfr_autonet771_,50_bfr_autonet726_,51_bfr_autonet773_,52_bfr_autonet774_,53_bfr_autonet775_,54_bfr_autonet776_,55_bfr_autonet827_,56_bfr_autonet828_,57_bfr_autonet779_,58_bfrresult[3],59_result[12]
13,,1_data_a[13],2_autoCreatedSpl2id17,3_or_ii_122_,4_autoCreatedSpl2id56,5_inv_177_,6_bfr_autonet339_,7_bfr_autonet340_,8_bfr_autonet391_,9_bfr_autonet342_,10_bfr_autonet393_,11_bfr_autonet394_,12_bfr_autonet437_,13_bfr_autonet396_,14_bfr_autonet397_,15_bfr_autonet348_,16_bfr_autonet399_,17_bfr_autonet442_,18_bfr_autonet443_,19_bfr_autonet495_,20_bfr_autonet496_,21_bfr_autonet497_,22_bfr_autonet447_,23_bfr_autonet499_,24_bfr_autonet550_,25_bfr_autonet551_,26_bfr_autonet601_,27_bfr_autonet602_,28_bfr_autonet603_,29_bfr_autonet555_,30_bfr_autonet605_,31_bfr_autonet657_,32_bfr_autonet658_,33_bfr_autonet659_,34_bfr_autonet710_,35_bfr_autonet711_,36_bfr_autonet662_,37_bfr_autonet713_,38_bfr_autonet714_,39_bfr_autonet715_,40_bfr_autonet716_,41_bfr_autonet763_,42_bfr_autonet764_,43_bfr_autonet719_,44_bfr_autonet766_,45_bfr_autonet767_,46_bfr_autonet768_,47_bfr_autonet769_,48_bfr_autonet820_,49_bfr_autonet821_,50_bfr_autonet772_,51_bfr_autonet823_,52_bfr_autonet824_,53_bfr_autonet825_,54_bfr_autonet826_,55_bfr_autonet866_,56_bfr_autonet867_,57_bfr_autonet829_,58_bfrresult[4],59_result[13]
14,,1_data_a[14],2_autoCreatedSpl2id18,3_and_bb_123_,4_autoCreatedSpl2id62,5_and_bi_181_,6_bfr_autonet389_,7_bfr_autonet390_,8_bfr_autonet433_,9_bfr_autonet392_,10_bfr_autonet435_,11_bfr_autonet436_,12_bfr_autonet488_,13_bfr_autonet438_,14_bfr_autonet439_,15_bfr_autonet398_,16_bfr_autonet441_,17_bfr_autonet493_,18_bfr_autonet494_,19_bfr_autonet545_,20_bfr_autonet546_,21_bfr_autonet547_,22_bfr_autonet498_,23_bfr_autonet549_,24_bfr_autonet599_,25_bfr_autonet600_,26_bfr_autonet652_,27_bfr_autonet653_,28_bfr_autonet654_,29_bfr_autonet604_,30_bfr_autonet656_,31_bfr_autonet707_,32_bfr_autonet708_,33_bfr_autonet709_,34_bfr_autonet756_,35_bfr_autonet757_,36_bfr_autonet712_,37_bfr_autonet759_,38_bfr_autonet760_,39_bfr_autonet761_,40_bfr_autonet762_,41_bfr_autonet813_,42_bfr_autonet814_,43_bfr_autonet765_,44_bfr_autonet816_,45_bfr_autonet817_,46_bfr_autonet818_,47_bfr_autonet819_,48_bfr_autonet859_,49_bfr_autonet860_,50_bfr_autonet822_,51_bfr_autonet862_,52_bfr_autonet863_,53_bfr_autonet864_,54_bfr_autonet865_,55_bfr_autonet916_,56_bfr_autonet917_,57_bfr_autonet868_,58_bfrresult[5],59_result[14]
15,,1_data_a[15],2_autoCreatedSpl2id19,3_or_bb_124_,4_autoCreatedSpl2id63,5_and_bi_187_,6_bfr_autonet431_,7_bfr_autonet432_,8_bfr_autonet484_,9_bfr_autonet434_,10_bfr_autonet486_,11_bfr_autonet487_,12_bfr_autonet538_,13_bfr_autonet489_,14_bfr_autonet490_,15_bfr_autonet440_,16_bfr_autonet492_,17_bfr_autonet543_,18_bfr_autonet544_,19_bfr_autonet594_,20_bfr_autonet595_,21_bfr_autonet596_,22_bfr_autonet548_,23_bfr_autonet598_,24_bfr_autonet650_,25_bfr_autonet651_,26_bfr_autonet702_,27_bfr_autonet703_,28_bfr_autonet704_,29_bfr_autonet655_,30_bfr_autonet706_,31_bfr_autonet753_,32_bfr_autonet754_,33_bfr_autonet755_,34_bfr_autonet806_,35_bfr_autonet807_,36_bfr_autonet758_,37_bfr_autonet809_,38_bfr_autonet810_,39_bfr_autonet811_,40_bfr_autonet812_,41_bfr_autonet852_,42_bfr_autonet853_,43_bfr_autonet815_,44_bfr_autonet855_,45_bfr_autonet856_,46_bfr_autonet857_,47_bfr_autonet858_,48_bfr_autonet909_,49_bfr_autonet910_,50_bfr_autonet861_,51_bfr_autonet912_,52_bfr_autonet913_,53_bfr_autonet914_,54_bfr_autonet915_,55_bfr_autonet948_,56_bfr_autonet949_,57_bfr_autonet918_,58_bfrresult[6],59_result[15]
16,,1_data_b[0],2_autoCreatedSpl2id20,3_or_bb_128_,4_autoCreatedSpl2id68,5_inv_193_,6_bfr_autonet482_,7_bfr_autonet483_,8_bfr_autonet534_,9_bfr_autonet485_,10_bfr_autonet536_,11_bfr_autonet537_,12_bfr_autonet587_,13_bfr_autonet539_,14_bfr_autonet540_,15_bfr_autonet491_,16_bfr_autonet542_,17_bfr_autonet592_,18_bfr_autonet593_,19_bfr_autonet645_,20_bfr_autonet646_,21_bfr_autonet647_,22_bfr_autonet597_,23_bfr_autonet649_,24_bfr_autonet700_,25_bfr_autonet701_,26_bfr_autonet748_,27_bfr_autonet749_,28_bfr_autonet750_,29_bfr_autonet705_,30_bfr_autonet752_,31_bfr_autonet803_,32_bfr_autonet804_,33_bfr_autonet805_,34_bfr_autonet845_,35_bfr_autonet846_,36_bfr_autonet808_,37_bfr_autonet848_,38_bfr_autonet849_,39_bfr_autonet850_,40_bfr_autonet851_,41_bfr_autonet902_,42_bfr_autonet903_,43_bfr_autonet854_,44_bfr_autonet905_,45_bfr_autonet906_,46_bfr_autonet907_,47_bfr_autonet908_,48_bfr_autonet941_,49_bfr_autonet942_,50_bfr_autonet911_,51_bfr_autonet944_,52_bfr_autonet945_,53_bfr_autonet946_,54_bfr_autonet947_,55_bfr_autonet998_,56_bfr_autonet999_,57_bfr_autonet950_,58_bfrresult[7],59_result[16]
17,,1_data_b[1],2_autoCreatedSpl2id21,3_and_bb_147_,4_autoCreatedSpl2id74,5_and_bi_197_,6_bfr_autonet532_,7_bfr_autonet533_,8_bfr_autonet583_,9_bfr_autonet535_,10_bfr_autonet585_,11_bfr_autonet586_,12_bfr_autonet638_,13_bfr_autonet588_,14_bfr_autonet589_,15_bfr_autonet541_,16_bfr_autonet591_,17_bfr_autonet643_,18_bfr_autonet644_,19_bfr_autonet695_,20_bfr_autonet696_,21_bfr_autonet697_,22_bfr_autonet648_,23_bfr_autonet699_,24_bfr_autonet746_,25_bfr_autonet747_,26_bfr_autonet798_,27_bfr_autonet799_,28_bfr_autonet800_,29_bfr_autonet751_,30_bfr_autonet802_,31_bfr_autonet842_,32_bfr_autonet843_,33_bfr_autonet844_,34_bfr_autonet895_,35_bfr_autonet896_,36_bfr_autonet847_,37_bfr_autonet898_,38_bfr_autonet899_,39_bfr_autonet900_,40_bfr_autonet901_,41_bfr_autonet934_,42_bfr_autonet935_,43_bfr_autonet904_,44_bfr_autonet937_,45_bfr_autonet938_,46_bfr_autonet939_,47_bfr_autonet940_,48_bfr_autonet991_,49_bfr_autonet992_,50_bfr_autonet943_,51_bfr_autonet994_,52_bfr_autonet995_,53_bfr_autonet996_,54_bfr_autonet997_,55_bfr_autonet1400_,56_bfr_autonet1401_,57_bfr_autonet1000_,,
18,,1_data_b[2],2_autoCreatedSpl2id48,3_or_bb_148_,4_autoCreatedSpl2id75,5_and_bi_202_,6_bfr_autonet581_,7_bfr_autonet582_,8_bfr_autonet634_,9_bfr_autonet584_,10_bfr_autonet636_,11_bfr_autonet637_,12_bfr_autonet688_,13_bfr_autonet639_,14_bfr_autonet640_,15_bfr_autonet590_,16_bfr_autonet642_,17_bfr_autonet693_,18_bfr_autonet694_,19_bfr_autonet741_,20_bfr_autonet742_,21_bfr_autonet743_,22_bfr_autonet698_,23_bfr_autonet745_,24_bfr_autonet796_,25_bfr_autonet797_,26_bfr_autonet837_,27_bfr_autonet838_,28_bfr_autonet839_,29_bfr_autonet801_,30_bfr_autonet841_,31_bfr_autonet892_,32_bfr_autonet893_,33_bfr_autonet894_,34_bfr_autonet927_,35_bfr_autonet928_,36_bfr_autonet897_,37_bfr_autonet930_,38_bfr_autonet931_,39_bfr_autonet932_,40_bfr_autonet933_,41_bfr_autonet984_,42_bfr_autonet985_,43_bfr_autonet936_,44_bfr_autonet987_,45_bfr_autonet988_,46_bfr_autonet989_,47_bfr_autonet990_,48_bfr_autonet1302_,49_bfr_autonet1303_,50_bfr_autonet993_,51_bfr_autonet1396_,52_bfr_autonet1397_,53_bfr_autonet1398_,54_bfr_autonet1399_,55_bfr_autonet1453_,56_bfrautoSplNet181,57_bfrautoSplNet179,,
19,,1_data_b[3],2_autoCreatedSpl2id49,3_and_bb_153_,4_autoCreatedSpl2id80,5_and_bi_209_,6_bfr_autonet632_,7_bfr_autonet633_,8_bfr_autonet685_,9_bfr_autonet635_,10_bfr_autonet686_,11_bfr_autonet687_,12_bfr_autonet735_,13_bfr_autonet689_,14_bfr_autonet690_,15_bfr_autonet641_,16_bfr_autonet692_,17_bfr_autonet739_,18_bfr_autonet740_,19_bfr_autonet791_,20_bfr_autonet792_,21_bfr_autonet793_,22_bfr_autonet744_,23_bfr_autonet795_,24_bfr_autonet835_,25_bfr_autonet836_,26_bfr_autonet887_,27_bfr_autonet888_,28_bfr_autonet889_,29_bfr_autonet840_,30_bfr_autonet891_,31_bfr_autonet924_,32_bfr_autonet925_,33_bfr_autonet926_,34_bfr_autonet977_,35_bfr_autonet978_,36_bfr_autonet929_,37_bfr_autonet980_,38_bfr_autonet981_,39_bfr_autonet982_,40_bfr_autonet983_,41_bfr_autonet1218_,42_bfr_autonet1219_,43_bfr_autonet986_,44_bfr_autonet1298_,45_bfr_autonet1299_,46_bfr_autonet1300_,47_bfr_autonet1301_,48_bfr_autonet1348_,49_bfrautoSplNet156,50_bfrautoSplNet154,51_bfr_autonet1449_,52_bfr_autonet1450_,53_bfr_autonet1451_,54_bfr_autonet1452_,,,,,
20,,1_data_b[4],2_autoCreatedSpl2id54,3_or_bb_154_,4_autoCreatedSpl2id86,5_and_bi_215_,6_bfr_autonet781_,7_bfr_autonet782_,8_bfr_autonet783_,9_bfr_autonet784_,10_bfr_autonet785_,11_bfr_autonet786_,12_bfr_autonet787_,13_bfr_045_,14_bfr_autonet736_,15_bfr_autonet691_,16_bfr_autonet738_,17_bfr_autonet789_,18_bfr_autonet790_,19_bfr_autonet831_,20_bfr_049_,21_bfr_autonet832_,22_bfr_autonet794_,23_bfr_autonet834_,24_bfr_autonet885_,25_bfr_autonet886_,26_bfr_autonet920_,27_bfr_053_,28_bfr_autonet921_,29_bfr_autonet890_,30_bfr_autonet923_,31_bfr_autonet974_,32_bfr_autonet975_,33_bfr_autonet976_,34_bfr_autonet1148_,35_bfr_autonet1149_,36_bfr_autonet979_,37_bfr_autonet1214_,38_bfr_autonet1215_,39_bfr_autonet1216_,40_bfr_autonet1217_,41_bfr_autonet1257_,42_bfrautoSplNet131,43_bfrautoSplNet129,44_bfr_autonet1344_,45_bfr_autonet1345_,46_bfr_autonet1346_,47_bfr_autonet1347_,48_bfr_autonet1393_,49_bfr_autonet1394_,50_bfr_autonet1395_,,,,,,,,,
21,,1_data_b[5],2_autoCreatedSpl2id55,3_and_bb_163_,4_autoCreatedSpl2id87,5_and_bi_221_,6_bfr_autonet870_,7_bfr_autonet871_,8_bfr_autonet872_,9_bfr_autonet873_,10_bfr_autonet874_,11_bfr_autonet875_,12_bfr_autonet876_,13_bfr_autonet877_,14_bfr_autonet878_,15_bfr_autonet737_,16_bfr_autonet880_,17_bfr_autonet881_,18_bfr_autonet882_,19_bfr_autonet883_,20_bfr_autonet966_,21_bfr_autonet967_,22_bfr_autonet833_,23_bfr_autonet969_,24_bfr_autonet970_,25_bfr_autonet971_,26_bfr_autonet972_,27_bfr_autonet1092_,28_bfrautoSplNet89,29_bfr_autonet922_,30_bfr_autonet1144_,31_bfr_autonet1145_,32_bfr_autonet1146_,33_bfr_autonet1147_,34_bfr_autonet1180_,35_bfrautoSplNet106,36_bfrautoSplNet104,37_bfr_autonet1253_,38_bfr_autonet1254_,39_bfr_autonet1255_,40_bfr_autonet1256_,41_bfr_autonet1295_,42_bfr_autonet1296_,43_bfr_autonet1297_,44_bfr_autonet1389_,45_bfr_autonet1390_,46_bfr_autonet1391_,47_bfr_autonet1392_,48_bfr_autonet1446_,49_bfr_autonet1447_,50_bfr_autonet1448_,,,,,,,,,
22,,1_data_b[6],2_autoCreatedSpl2id60,3_or_bb_164_,4_autoCreatedSpl2id93,5_bfr_autonet1002_,6_bfr_autonet952_,7_bfr_autonet953_,8_bfr_autonet954_,9_bfr_autonet955_,10_bfr_autonet956_,11_bfr_autonet957_,12_bfr_autonet958_,13_bfr_autonet959_,14_bfr_autonet960_,15_bfr_autonet879_,16_bfr_autonet962_,17_bfr_autonet963_,18_bfr_autonet964_,19_bfr_autonet965_,20_bfr_autonet1050_,21_bfrautoSplNet76,22_bfr_autonet968_,23_bfr_autonet1088_,24_bfr_autonet1089_,25_bfr_autonet1090_,26_bfr_autonet1091_,27_bfr_autonet1116_,28_bfr_autonet1117_,29_bfrautoSplNet91,30_bfr_autonet1176_,31_bfr_autonet1177_,32_bfr_autonet1178_,33_bfr_autonet1179_,34_bfr_autonet1211_,35_bfr_autonet1212_,36_bfr_autonet1213_,37_bfr_autonet1291_,38_bfr_autonet1292_,39_bfr_autonet1293_,40_bfr_autonet1294_,41_bfr_autonet1341_,42_bfr_autonet1342_,43_bfr_autonet1343_,44_bfr_autonet1442_,45_bfr_autonet1443_,46_bfr_autonet1444_,47_bfr_autonet1445_,,,,,,,,,,,,
23,,1_data_b[7],2_autoCreatedSpl2id61,3_and_bb_169_,4_bfr_autonet1_,5_bfr_autonet1006_,6_bfr_autonet1003_,7_bfr_autonet1004_,8_bfrautoSplNet44,9_bfr_autonet1010_,10_bfr_autonet1011_,11_bfr_autonet1012_,12_bfrautoSplNet53,13_bfr_autonet1022_,14_bfrautoSplNet63,15_bfr_autonet961_,16_bfr_autonet1046_,17_bfr_autonet1047_,18_bfr_autonet1048_,19_bfr_autonet1049_,20_bfr_autonet1067_,21_bfr_autonet1068_,22_bfrautoSplNet78,23_bfr_autonet1112_,24_bfr_autonet1113_,25_bfr_autonet1114_,26_bfr_autonet1115_,27_bfr_autonet1141_,28_bfr_autonet1142_,29_bfr_autonet1143_,30_bfr_autonet1207_,31_bfr_autonet1208_,32_bfr_autonet1209_,33_bfr_autonet1210_,34_bfr_autonet1250_,35_bfr_autonet1251_,36_bfr_autonet1252_,37_bfr_autonet1337_,38_bfr_autonet1338_,39_bfr_autonet1339_,40_bfr_autonet1340_,41_bfr_autonet1386_,42_bfr_autonet1387_,43_bfr_autonet1388_,,,,,,,,,,,,,,,,
24,,1_data_b[8],2_autoCreatedSpl2id66,3_or_bb_170_,4_bfr_autonet48_,5_bfr_autonet1014_,6_bfr_autonet1007_,7_bfr_autonet1008_,8_bfr_autonet1009_,9_bfr_autonet1018_,10_bfr_autonet1019_,11_bfr_autonet1020_,12_bfr_autonet1021_,13_bfr_autonet1032_,14_bfr_autonet1033_,15_bfrautoSplNet65,16_bfr_autonet1063_,17_bfr_autonet1064_,18_bfr_autonet1065_,19_bfr_autonet1066_,20_bfr_autonet1085_,21_bfr_autonet1086_,22_bfr_autonet1087_,23_bfr_autonet1137_,24_bfr_autonet1138_,25_bfr_autonet1139_,26_bfr_autonet1140_,27_bfr_autonet1173_,28_bfr_autonet1174_,29_bfr_autonet1175_,30_bfr_autonet1246_,31_bfr_autonet1247_,32_bfr_autonet1248_,33_bfr_autonet1249_,34_bfr_autonet1288_,35_bfr_autonet1289_,36_bfr_autonet1290_,37_bfr_autonet1382_,38_bfr_autonet1383_,39_bfr_autonet1384_,40_bfr_autonet1385_,41_bfr_autonet1439_,42_bfr_autonet1440_,43_bfr_autonet1441_,,,,,,,,,,,,,,,,
25,,1_data_b[9],2_autoCreatedSpl2id67,3_and_bb_179_,4_bfr_autonet81_,5_bfr_autonet1024_,6_bfr_autonet1015_,7_bfr_autonet1016_,8_bfr_autonet1017_,9_bfr_autonet1028_,10_bfr_autonet1029_,11_bfr_autonet1030_,12_bfr_autonet1031_,13_bfr_autonet1043_,14_bfr_autonet1044_,15_bfr_autonet1045_,16_bfr_autonet1081_,17_bfr_autonet1082_,18_bfr_autonet1083_,19_bfr_autonet1084_,20_bfr_autonet1109_,21_bfr_autonet1110_,22_bfr_autonet1111_,23_bfr_autonet1169_,24_bfr_autonet1170_,25_bfr_autonet1171_,26_bfr_autonet1172_,27_bfr_autonet1204_,28_bfr_autonet1205_,29_bfr_autonet1206_,30_bfr_autonet1284_,31_bfr_autonet1285_,32_bfr_autonet1286_,33_bfr_autonet1287_,34_bfr_autonet1334_,35_bfr_autonet1335_,36_bfr_autonet1336_,37_bfr_autonet1435_,38_bfr_autonet1436_,39_bfr_autonet1437_,40_bfr_autonet1438_,,,,,,,,,,,,,,,,,,,
26,,1_data_b[10],2_autoCreatedSpl2id72,3_or_bb_180_,4_bfr_autonet93_,5_bfr_autonet1035_,6_bfr_autonet1025_,7_bfr_autonet1026_,8_bfr_autonet1027_,9_bfr_autonet1039_,10_bfr_autonet1040_,11_bfr_autonet1041_,12_bfr_autonet1042_,13_bfr_autonet1060_,14_bfr_autonet1061_,15_bfr_autonet1062_,16_bfr_autonet1105_,17_bfr_autonet1106_,18_bfr_autonet1107_,19_bfr_autonet1108_,20_bfr_autonet1134_,21_bfr_autonet1135_,22_bfr_autonet1136_,23_bfr_autonet1200_,24_bfr_autonet1201_,25_bfr_autonet1202_,26_bfr_autonet1203_,27_bfr_autonet1243_,28_bfr_autonet1244_,29_bfr_autonet1245_,30_bfr_autonet1330_,31_bfr_autonet1331_,32_bfr_autonet1332_,33_bfr_autonet1333_,34_bfr_autonet1379_,35_bfr_autonet1380_,36_bfr_autonet1381_,,,,,,,,,,,,,,,,,,,,,,,
27,,1_data_b[11],2_autoCreatedSpl2id73,3_and_bb_185_,4_bfr_autonet94_,5_bfr_autonet1052_,6_bfr_autonet1036_,7_bfr_autonet1037_,8_bfr_autonet1038_,9_bfr_autonet1056_,10_bfr_autonet1057_,11_bfr_autonet1058_,12_bfr_autonet1059_,13_bfr_autonet1078_,14_bfr_autonet1079_,15_bfr_autonet1080_,16_bfr_autonet1130_,17_bfr_autonet1131_,18_bfr_autonet1132_,19_bfr_autonet1133_,20_bfr_autonet1166_,21_bfr_autonet1167_,22_bfr_autonet1168_,23_bfr_autonet1239_,24_bfr_autonet1240_,25_bfr_autonet1241_,26_bfr_autonet1242_,27_bfr_autonet1281_,28_bfr_autonet1282_,29_bfr_autonet1283_,30_bfr_autonet1375_,31_bfr_autonet1376_,32_bfr_autonet1377_,33_bfr_autonet1378_,34_bfr_autonet1432_,35_bfr_autonet1433_,36_bfr_autonet1434_,,,,,,,,,,,,,,,,,,,,,,,
28,,1_data_b[12],2_autoCreatedSpl2id78,3_or_bb_186_,4_bfr_autonet202_,5_bfr_autonet1070_,6_bfr_autonet1053_,7_bfr_autonet1054_,8_bfr_autonet1055_,9_bfr_autonet1074_,10_bfr_autonet1075_,11_bfr_autonet1076_,12_bfr_autonet1077_,13_bfr_autonet1102_,14_bfr_autonet1103_,15_bfr_autonet1104_,16_bfr_autonet1162_,17_bfr_autonet1163_,18_bfr_autonet1164_,19_bfr_autonet1165_,20_bfr_autonet1197_,21_bfr_autonet1198_,22_bfr_autonet1199_,23_bfr_autonet1277_,24_bfr_autonet1278_,25_bfr_autonet1279_,26_bfr_autonet1280_,27_bfr_autonet1327_,28_bfr_autonet1328_,29_bfr_autonet1329_,30_bfr_autonet1428_,31_bfr_autonet1429_,32_bfr_autonet1430_,33_bfr_autonet1431_,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,1_data_b[13],2_autoCreatedSpl2id79,3_and_bb_195_,4_bfr_autonet338_,5_bfr_autonet1094_,6_bfr_autonet1071_,7_bfr_autonet1072_,8_bfr_autonet1073_,9_bfr_autonet1098_,10_bfr_autonet1099_,11_bfr_autonet1100_,12_bfr_autonet1101_,13_bfr_autonet1127_,14_bfr_autonet1128_,15_bfr_autonet1129_,16_bfr_autonet1193_,17_bfr_autonet1194_,18_bfr_autonet1195_,19_bfr_autonet1196_,20_bfr_autonet1236_,21_bfr_autonet1237_,22_bfr_autonet1238_,23_bfr_autonet1323_,24_bfr_autonet1324_,25_bfr_autonet1325_,26_bfr_autonet1326_,27_bfr_autonet1372_,28_bfr_autonet1373_,29_bfr_autonet1374_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,1_data_b[14],2_autoCreatedSpl2id84,3_or_bb_196_,4_bfr_autonet481_,5_bfr_autonet1119_,6_bfr_autonet1095_,7_bfr_autonet1096_,8_bfr_autonet1097_,9_bfr_autonet1123_,10_bfr_autonet1124_,11_bfr_autonet1125_,12_bfr_autonet1126_,13_bfr_autonet1159_,14_bfr_autonet1160_,15_bfr_autonet1161_,16_bfr_autonet1232_,17_bfr_autonet1233_,18_bfr_autonet1234_,19_bfr_autonet1235_,20_bfr_autonet1274_,21_bfr_autonet1275_,22_bfr_autonet1276_,23_bfr_autonet1368_,24_bfr_autonet1369_,25_bfr_autonet1370_,26_bfr_autonet1371_,27_bfr_autonet1425_,28_bfr_autonet1426_,29_bfr_autonet1427_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,1_data_b[15],2_autoCreatedSpl2id85,3_or_bb_201_,4_bfr_autonet631_,5_bfr_autonet1151_,6_bfr_autonet1120_,7_bfr_autonet1121_,8_bfr_autonet1122_,9_bfr_autonet1155_,10_bfr_autonet1156_,11_bfr_autonet1157_,12_bfr_autonet1158_,13_bfr_autonet1190_,14_bfr_autonet1191_,15_bfr_autonet1192_,16_bfr_autonet1270_,17_bfr_autonet1271_,18_bfr_autonet1272_,19_bfr_autonet1273_,20_bfr_autonet1320_,21_bfr_autonet1321_,22_bfr_autonet1322_,23_bfr_autonet1421_,24_bfr_autonet1422_,25_bfr_autonet1423_,26_bfr_autonet1424_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,,,,,5_bfr_autonet1182_,6_bfr_autonet1152_,7_bfr_autonet1153_,8_bfr_autonet1154_,9_bfr_autonet1186_,10_bfr_autonet1187_,11_bfr_autonet1188_,12_bfr_autonet1189_,13_bfr_autonet1229_,14_bfr_autonet1230_,15_bfr_autonet1231_,16_bfr_autonet1316_,17_bfr_autonet1317_,18_bfr_autonet1318_,19_bfr_autonet1319_,20_bfr_autonet1365_,21_bfr_autonet1366_,22_bfr_autonet1367_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,,,,,5_bfr_autonet1221_,6_bfr_autonet1183_,7_bfr_autonet1184_,8_bfr_autonet1185_,9_bfr_autonet1225_,10_bfr_autonet1226_,11_bfr_autonet1227_,12_bfr_autonet1228_,13_bfr_autonet1267_,14_bfr_autonet1268_,15_bfr_autonet1269_,16_bfr_autonet1361_,17_bfr_autonet1362_,18_bfr_autonet1363_,19_bfr_autonet1364_,20_bfr_autonet1418_,21_bfr_autonet1419_,22_bfr_autonet1420_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,,,,,5_bfr_autonet1259_,6_bfr_autonet1222_,7_bfr_autonet1223_,8_bfr_autonet1224_,9_bfr_autonet1263_,10_bfr_autonet1264_,11_bfr_autonet1265_,12_bfr_autonet1266_,13_bfr_autonet1313_,14_bfr_autonet1314_,15_bfr_autonet1315_,16_bfr_autonet1414_,17_bfr_autonet1415_,18_bfr_autonet1416_,19_bfr_autonet1417_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,,,,,5_bfr_autonet1305_,6_bfr_autonet1260_,7_bfr_autonet1261_,8_bfr_autonet1262_,9_bfr_autonet1309_,10_bfr_autonet1310_,11_bfr_autonet1311_,12_bfr_autonet1312_,13_bfr_autonet1358_,14_bfr_autonet1359_,15_bfr_autonet1360_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,,,,,5_bfr_autonet1350_,6_bfr_autonet1306_,7_bfr_autonet1307_,8_bfr_autonet1308_,9_bfr_autonet1354_,10_bfr_autonet1355_,11_bfr_autonet1356_,12_bfr_autonet1357_,13_bfr_autonet1411_,14_bfr_autonet1412_,15_bfr_autonet1413_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
