#index,total_evals,nonsep_0,nonsep_1,nonsep_2,nonsep_3,nonsep_4,nonsep_5,nonsep_6,nonsep_7,nonsep_8,nonsep_9,nonsep_10,nonsep_11,nonsep_12,nonsep_13,nonsep_14,nonsep_15,nonsep_16,nonsep_17,nonsep_18,nonsep_19,nonsep_20,nonsep_21,nonsep_22,nonsep_23,nonsep_24,nonsep_25
50,,,,,4_bfr_autonet728_,5_bfr_autonet440_,6_bfr_autonet291_,7_bfr_autonet31_,8_autoCreatedSpl2id384,9_autoCreatedSpl2id244,10_autoCreatedSpl2id221,11_autoCreatedSpl2id326,12_autoCreatedSpl2id259,13_and_bi_0952_,14_autoCreatedSpl3id214,15_autoCreatedSpl2id272,16_autoCreatedSpl2id492,17_bfr_0019_,18_bfr_0341_,19_bfr_autonet360_,20_bfrautoSplNet545,,,,,,
51,,,,,4_bfrautoSplNet901,5_bfr_autonet449_,6_bfr_autonet382_,7_bfr_autonet32_,8_autoCreatedSpl2id388,9_autoCreatedSpl2id250,10_autoCreatedSpl2id334,11_autoCreatedSpl2id336,12_autoCreatedSpl2id274,13_and_bi_0957_,14_autoCreatedSpl2id223,15_autoCreatedSpl2id289,16_autoCreatedSpl2id505,17_bfr_autonet71_,18_bfr_autonet255_,19_bfr_0479_,20_bfr_autonet588_,,,,,,
52,,,,,4_bfr_autonet811_,5_bfr_autonet453_,6_bfrautoSplNet26,7_bfr_autonet55_,8_autoCreatedSpl2id391,9_autoCreatedSpl2id254,10_autoCreatedSpl2id389,11_autoCreatedSpl2id413,12_autoCreatedSpl2id278,13_or_bb_0977_,14_autoCreatedSpl2id261,15_autoCreatedSpl2id292,16_bfr_autonet38_,17_bfr_autonet87_,18_bfr_autonet267_,19_bfr_autonet396_,20_bfr_autonet631_,,,,,,
53,,,,,,5_bfr_autonet463_,6_bfr_autonet414_,7_bfr_autonet247_,8_autoCreatedSpl2id392,9_autoCreatedSpl2id280,10_autoCreatedSpl2id411,11_autoCreatedSpl2id415,12_autoCreatedSpl2id281,13_and_bi_0979_,14_autoCreatedSpl2id284,15_autoCreatedSpl2id293,16_bfr_0529_,17_bfr_autonet97_,18_bfr_autonet278_,19_bfr_autonet523_,20_bfr_autonet655_,,,,,,
54,,,,,,5_bfr_autonet493_,6_bfr_autonet422_,7_bfr_autonet292_,8_autoCreatedSpl2id394,9_autoCreatedSpl2id304,10_autoCreatedSpl2id412,11_autoCreatedSpl2id421,12_autoCreatedSpl2id305,13_and_bi_0991_,14_autoCreatedSpl2id297,15_autoCreatedSpl2id306,16_bfr_autonet46_,17_bfr_autonet115_,18_bfr_autonet301_,19_bfr_autonet563_,20_bfr_autonet701_,,,,,,
55,,,,,,5_bfr_autonet494_,6_bfr_autonet431_,7_bfr_autonet383_,8_autoCreatedSpl2id397,9_autoCreatedSpl3id314,10_autoCreatedSpl2id416,11_autoCreatedSpl2id423,12_autoCreatedSpl2id320,13_and_bi_0996_,14_autoCreatedSpl2id313,15_autoCreatedSpl3id307,16_bfr_autonet52_,17_bfr_0202_,18_bfr_autonet315_,19_bfr_autonet587_,20_bfrautoSplNet339,,,,,,
56,,,,,,5_bfr_autonet500_,6_bfr_autonet441_,7_bfr_autonet403_,8_autoCreatedSpl2id398,9_autoCreatedSpl2id328,10_autoCreatedSpl2id420,11_autoCreatedSpl2id441,12_autoCreatedSpl2id329,13_or_ii_1016_,14_autoCreatedSpl2id315,15_autoCreatedSpl2id308,16_bfr_autonet70_,17_bfr_autonet151_,18_bfr_autonet331_,19_bfrautoSplNet589,20_bfrautoSplNet458,,,,,,
57,,,,,,5_bfr_autonet509_,6_bfr_autonet450_,7_bfr_autonet415_,8_autoCreatedSpl2id400,9_autoCreatedSpl2id341,10_autoCreatedSpl2id424,11_autoCreatedSpl2id442,12_autoCreatedSpl2id342,13_and_bi_1031_,14_autoCreatedSpl2id327,15_autoCreatedSpl2id321,16_bfr_0068_,17_bfr_autonet154_,18_bfr_autonet336_,19_bfrautoSplNet607,20_bfr_autonet912_,,,,,,
58,,,,,,5_bfr_autonet510_,6_bfr_autonet454_,7_bfr_autonet423_,8_autoCreatedSpl2id404,9_autoCreatedSpl2id343,10_autoCreatedSpl2id430,11_autoCreatedSpl2id452,12_autoCreatedSpl2id344,13_and_bi_1054_,14_autoCreatedSpl2id365,15_autoCreatedSpl2id338,16_bfr_autonet90_,17_bfr_autonet159_,18_bfr_0441_,19_bfr_autonet654_,20_bfrautoSplNet947,,,,,,
59,,,,,,5_bfr_autonet516_,6_bfr_autonet458_,7_bfr_autonet432_,8_autoCreatedSpl2id410,9_autoCreatedSpl2id345,10_autoCreatedSpl2id440,11_autoCreatedSpl2id484,12_autoCreatedSpl2id417,13_and_bi_1074_,14_autoCreatedSpl2id369,15_autoCreatedSpl2id359,16_bfr_0126_,17_bfr_autonet171_,18_bfr_autonet359_,19_bfrautoSplNet777,20_bfr_autonet959_,,,,,,
60,,,,,,5_bfr_autonet517_,6_bfr_autonet464_,7_bfr_autonet442_,8_autoCreatedSpl2id419,9_autoCreatedSpl2id383,10_autoCreatedSpl2id444,11_bfr_autonet50_,12_autoCreatedSpl2id425,13_or_bb_1086_,14_autoCreatedSpl2id371,15_autoCreatedSpl2id433,16_bfr_autonet144_,17_bfr_autonet182_,18_bfr_autonet368_,19_bfrautoSplNet815,,,,,,,
61,,,,,,5_bfr_autonet525_,6_bfr_autonet526_,7_bfrautoSplNet103,8_autoCreatedSpl2id432,9_autoCreatedSpl2id385,10_autoCreatedSpl2id469,11_bfr_autonet59_,12_autoCreatedSpl2id427,13_and_bi_1089_,14_autoCreatedSpl2id373,15_autoCreatedSpl2id435,16_bfr_0203_,17_bfr_autonet191_,18_bfr_0484_,19_bfrautoSplNet9,,,,,,,
62,,,,,,5_bfr_autonet533_,6_bfr_autonet705_,7_bfrautoSplNet138,8_autoCreatedSpl2id438,9_autoCreatedSpl2id387,10_autoCreatedSpl2id475,11_bfr_autonet100_,12_autoCreatedSpl2id431,13_autoCreatedSpl3id19,14_autoCreatedSpl2id434,15_autoCreatedSpl2id498,16_bfr_autonet153_,17_bfr_autonet198_,18_bfr_autonet562_,19_bfr_autonet877_,,,,,,,
63,,,,,,5_bfrautoSplNet3,6_bfr_autonet719_,7_bfr_autonet459_,8_autoCreatedSpl2id474,9_autoCreatedSpl2id393,10_autoCreatedSpl2id497,11_bfr_0153_,12_autoCreatedSpl2id443,13_autoCreatedSpl3id112,14_autoCreatedSpl2id446,15_autoCreatedSpl2id501,16_bfr_autonet158_,17_bfr_autonet211_,18_bfrautoSplNet577,19_bfr_autonet884_,,,,,,,
64,,,,,,5_bfr_autonet704_,6_bfr_autonet730_,7_bfrautoSplNet215,8_bfr_autonet40_,9_autoCreatedSpl2id395,10_bfr_autonet49_,11_bfr_autonet125_,12_autoCreatedSpl2id482,13_autoCreatedSpl3id212,14_autoCreatedSpl2id448,15_autoCreatedSpl2id504,16_bfr_autonet190_,17_bfr_autonet215_,18_bfr_autonet586_,19_bfr_autonet894_,,,,,,,
65,,,,,,5_bfr_autonet718_,6_bfr_autonet740_,7_bfr_autonet471_,8_bfr_autonet56_,9_autoCreatedSpl2id399,10_bfr_autonet58_,11_bfr_autonet133_,12_autoCreatedSpl2id485,13_autoCreatedSpl2id215,14_autoCreatedSpl2id450,15_bfr_autonet37_,16_bfr_autonet195_,17_bfr_autonet225_,18_bfr_autonet595_,19_bfr_autonet924_,,,,,,,
66,,,,,,5_bfr_autonet729_,6_bfr_autonet751_,7_bfr_autonet527_,8_bfr_autonet105_,9_autoCreatedSpl2id401,10_bfr_0052_,11_bfr_0193_,12_autoCreatedSpl2id488,13_autoCreatedSpl2id216,14_autoCreatedSpl2id453,15_bfr_autonet42_,16_bfr_autonet224_,17_bfr_autonet231_,18_bfr_autonet600_,19_bfr_autonet958_,,,,,,,
67,,,,,,5_bfr_autonet739_,6_bfr_autonet760_,7_bfr_autonet538_,8_bfr_autonet111_,9_autoCreatedSpl2id405,10_bfr_autonet88_,11_bfr_autonet168_,12_bfr_0018_,13_autoCreatedSpl2id267,14_autoCreatedSpl2id471,15_bfr_0020_,16_bfr_autonet230_,17_bfr_0337_,18_bfr_autonet653_,,,,,,,,
68,,,,,,5_bfr_autonet750_,6_bfr_autonet772_,7_bfr_autonet542_,8_bfr_autonet248_,9_autoCreatedSpl2id407,10_bfr_autonet104_,11_bfr_autonet175_,12_bfr_autonet60_,13_autoCreatedSpl2id287,14_autoCreatedSpl2id477,15_bfr_autonet85_,16_bfr_autonet235_,17_bfr_autonet239_,18_bfr_autonet677_,,,,,,,,
69,,,,,,5_bfr_autonet759_,6_bfr_autonet780_,7_bfr_autonet550_,8_bfr_autonet293_,9_autoCreatedSpl2id409,10_bfr_autonet107_,11_bfr_autonet202_,12_bfr_autonet83_,13_autoCreatedSpl2id288,14_autoCreatedSpl2id487,15_bfr_autonet95_,16_bfr_autonet238_,17_bfr_autonet254_,18_bfr_autonet692_,,,,,,,,
70,,,,,,5_bfr_autonet771_,6_bfr_autonet796_,7_bfr_autonet567_,8_bfr_autonet384_,9_autoCreatedSpl2id414,10_bfr_autonet109_,11_bfr_autonet221_,12_bfr_autonet101_,13_autoCreatedSpl2id291,14_autoCreatedSpl2id491,15_bfr_autonet110_,16_bfr_autonet265_,17_bfr_autonet266_,18_bfr_autonet716_,,,,,,,,
71,,,,,,5_bfr_autonet779_,6_bfr_autonet798_,7_bfr_autonet608_,8_bfr_autonet404_,9_autoCreatedSpl2id426,10_bfr_0162_,11_bfr_autonet275_,12_bfr_autonet122_,13_autoCreatedSpl3id302,14_autoCreatedSpl2id500,15_bfr_autonet123_,16_bfr_autonet287_,17_bfr_0395_,18_bfrautoSplNet63,,,,,,,,
72,,,,,,5_bfr_autonet797_,6_bfr_autonet800_,7_bfr_autonet621_,8_bfr_autonet416_,9_autoCreatedSpl2id429,10_bfr_autonet114_,11_bfr_autonet296_,12_bfr_0179_,13_autoCreatedSpl2id318,14_autoCreatedSpl2id503,15_bfr_autonet143_,16_bfr_autonet323_,17_bfr_autonet300_,18_bfr_autonet880_,,,,,,,,
73,,,,,,5_bfr_autonet812_,6_bfr_autonet801_,7_bfr_autonet706_,8_bfr_autonet424_,9_autoCreatedSpl2id437,10_bfr_autonet124_,11_bfr_autonet321_,12_bfr_0188_,13_autoCreatedSpl2id324,14_bfr_autonet30_,15_bfr_autonet149_,16_bfr_autonet343_,17_bfr_autonet307_,18_bfr_autonet883_,,,,,,,,
74,,,,,,5_bfr_autonet816_,6_bfr_autonet806_,7_bfr_autonet720_,8_bfr_autonet433_,9_autoCreatedSpl2id439,10_bfr_autonet132_,11_bfr_0470_,12_bfr_autonet146_,13_autoCreatedSpl2id363,14_bfr_autonet36_,15_bfr_0243_,16_bfr_autonet358_,17_bfr_autonet314_,18_bfrautoSplNet946,,,,,,,,
75,,,,,,5_bfr_autonet822_,6_bfrautoSplNet915,7_bfr_autonet731_,8_bfr_autonet443_,9_autoCreatedSpl2id468,10_bfr_autonet140_,11_bfr_autonet387_,12_bfr_autonet169_,13_autoCreatedSpl2id367,14_bfr_autonet41_,15_bfr_0246_,16_bfr_autonet373_,17_bfr_autonet335_,18_bfr_autonet923_,,,,,,,,
76,,,,,,5_bfr_autonet890_,6_bfr_autonet817_,7_bfrautoSplNet894,8_bfr_autonet460_,9_autoCreatedSpl2id480,10_bfr_autonet174_,11_bfr_autonet407_,12_bfr_autonet176_,13_autoCreatedSpl2id370,14_bfr_autonet62_,15_bfr_autonet237_,16_bfr_autonet391_,17_bfr_autonet344_,18_bfrautoSplNet579,,,,,,,,
77,,,,,,5_bfr_autonet896_,6_bfr_autonet823_,7_bfr_autonet752_,8_bfr_autonet472_,9_autoCreatedSpl2id496,10_bfr_autonet210_,11_bfrautoSplNet38,12_bfr_autonet189_,13_autoCreatedSpl2id372,14_bfr_autonet82_,15_bfr_0356_,16_bfr_autonet395_,17_bfr_autonet374_,18_bfr_autonet957_,,,,,,,,
78,,,,,,,6_bfr_autonet833_,7_bfr_autonet761_,8_bfr_autonet478_,9_autoCreatedSpl2id502,10_bfr_autonet220_,11_bfr_autonet427_,12_bfr_autonet203_,13_autoCreatedSpl2id445,14_bfr_autonet84_,15_bfr_autonet342_,16_bfr_autonet507_,17_bfr_0489_,18_bfr_autonet969_,,,,,,,,
79,,,,,,,6_bfr_autonet841_,7_bfr_autonet773_,8_bfr_autonet528_,9_bfr_autonet57_,10_bfr_autonet245_,11_bfr_autonet436_,12_bfr_autonet222_,13_autoCreatedSpl2id483,14_bfr_autonet91_,15_bfr_autonet348_,16_bfr_autonet558_,17_bfr_autonet561_,18_bfr_autonet978_,,,,,,,,
80,,,,,,,6_bfr_autonet891_,7_bfr_autonet781_,8_bfr_autonet565_,9_bfr_autonet80_,10_bfr_0354_,11_bfrautoSplNet49,12_bfr_autonet276_,13_autoCreatedSpl2id486,14_bfr_autonet94_,15_bfr_autonet390_,16_bfr_autonet560_,17_bfr_autonet577_,18_bfrautoSplNet767,,,,,,,,
81,,,,,,,6_bfr_autonet897_,7_bfrautoSplNet903,8_bfr_autonet568_,9_bfr_autonet106_,10_bfr_autonet274_,11_bfr_autonet466_,12_bfr_autonet297_,13_autoCreatedSpl2id490,14_bfr_0145_,15_bfr_autonet448_,16_bfr_autonet576_,17_bfrautoSplNet583,18_bfr_autonet983_,,,,,,,,
82,,,,,,,6_bfr_autonet936_,7_bfr_autonet802_,8_bfr_autonet617_,9_bfr_autonet112_,10_bfr_autonet295_,11_bfrautoSplNet276,12_bfr_autonet339_,13_bfr_autonet35_,14_bfr_autonet142_,15_bfrautoSplNet345,16_bfr_autonet581_,17_bfr_autonet585_,,,,,,,,,
83,,,,,,,,7_bfrautoSplNet909,8_bfrautoSplNet632,9_bfr_autonet139_,10_bfr_autonet312_,11_bfr_autonet481_,12_bfr_autonet347_,13_bfr_autonet45_,14_bfr_autonet148_,15_bfr_autonet508_,16_bfr_autonet584_,17_bfr_autonet594_,,,,,,,,,
84,,,,,,,,7_bfr_autonet809_,8_bfr_autonet657_,9_bfr_autonet173_,10_bfr_autonet364_,11_bfr_autonet484_,12_bfr_autonet370_,13_bfr_autonet61_,14_bfr_autonet178_,15_bfr_autonet559_,16_bfr_autonet593_,17_bfr_autonet599_,,,,,,,,,
85,,,,,,,,7_bfr_autonet818_,8_bfr_autonet679_,9_bfr_autonet219_,10_bfr_autonet386_,11_bfr_autonet496_,12_bfr_autonet388_,13_bfr_autonet89_,14_bfr_autonet180_,15_bfr_autonet575_,16_bfr_autonet598_,17_bfr_autonet652_,,,,,,,,,
86,,,,,,,,7_bfr_autonet824_,8_bfr_autonet707_,9_bfr_autonet249_,10_bfr_autonet393_,11_bfr_autonet498_,12_bfrautoSplNet11,13_bfr_autonet99_,14_bfr_autonet244_,15_bfr_autonet580_,16_bfr_autonet616_,17_bfrautoSplNet703,,,,,,,,,
87,,,,,,,,7_bfrautoSplNet923,8_bfr_autonet721_,9_bfr_autonet273_,10_bfr_autonet406_,11_bfr_autonet503_,12_bfrautoSplNet41,13_bfr_autonet102_,14_bfr_autonet252_,15_bfr_autonet583_,16_bfr_autonet630_,17_bfrautoSplNet759,,,,,,,,,
88,,,,,,,,7_bfr_autonet842_,8_bfr_autonet732_,9_bfr_autonet294_,10_bfr_autonet418_,11_bfr_autonet505_,12_bfr_autonet437_,13_bfr_autonet147_,14_bfr_0399_,15_bfr_autonet592_,16_bfr_autonet651_,17_bfrautoSplNet801,,,,,,,,,
89,,,,,,,,7_bfr_autonet892_,8_bfr_autonet753_,9_bfr_autonet385_,10_bfr_autonet426_,11_bfr_autonet512_,12_bfr_autonet467_,13_bfr_0239_,14_bfr_autonet341_,15_bfr_autonet597_,16_bfr_autonet665_,17_bfrautoSplNet53,,,,,,,,,
90,,,,,,,,7_bfr_autonet898_,8_bfr_autonet762_,9_bfr_autonet405_,10_bfr_autonet435_,11_bfr_autonet514_,12_bfr_autonet468_,13_bfr_autonet177_,14_bfr_0473_,15_bfr_autonet664_,16_bfr_autonet667_,17_bfr_autonet790_,,,,,,,,,
91,,,,,,,,7_bfr_autonet900_,8_bfr_autonet774_,9_bfr_autonet417_,10_bfr_autonet445_,11_bfr_autonet519_,12_bfr_autonet482_,13_bfr_0292_,14_bfr_0483_,15_bfrautoSplNet753,16_bfr_autonet668_,17_bfrautoSplNet937,,,,,,,,,
92,,,,,,,,7_bfr_autonet927_,8_bfr_autonet782_,9_bfr_autonet425_,10_bfr_autonet474_,11_bfr_autonet521_,12_bfrautoSplNet297,13_bfr_autonet218_,14_bfr_autonet447_,15_bfr_autonet672_,16_bfr_autonet673_,17_bfr_autonet882_,,,,,,,,,
93,,,,,,,,,8_bfrautoSplNet907,9_bfr_autonet434_,10_bfr_autonet480_,11_bfr_autonet531_,12_bfr_autonet486_,13_bfr_0325_,14_bfrautoSplNet282,15_bfr_autonet676_,16_bfr_autonet675_,17_bfr_autonet910_,,,,,,,,,
94,,,,,,,,,8_bfr_autonet814_,9_bfr_autonet444_,10_bfr_autonet487_,11_bfr_autonet535_,12_bfr_autonet488_,13_bfr_autonet251_,14_bfr_autonet491_,15_bfr_autonet686_,16_bfr_autonet687_,17_bfr_autonet922_,,,,,,,,,
95,,,,,,,,,8_bfrautoSplNet917,9_bfr_autonet456_,10_bfr_autonet495_,11_bfr_autonet537_,12_bfr_autonet489_,13_bfr_0378_,14_bfr_autonet574_,15_bfr_autonet698_,16_bfrautoSplNet854,17_bfr_autonet946_,,,,,,,,,
96,,,,,,,,,8_bfrautoSplNet918,9_bfr_autonet457_,10_bfr_autonet502_,11_bfr_autonet540_,12_bfrautoSplNet357,13_bfr_autonet298_,14_bfr_autonet579_,15_bfr_autonet714_,16_bfr_autonet700_,17_bfr_autonet956_,,,,,,,,,
97,,,,,,,,,8_bfr_autonet843_,9_bfrautoSplNet165,10_bfr_autonet511_,11_bfr_autonet545_,12_bfrautoSplNet359,13_bfr_autonet313_,14_bfr_autonet663_,15_bfr_autonet748_,16_bfrautoSplNet891,17_bfr_autonet981_,,,,,,,,,
98,,,,,,,,,8_bfr_autonet850_,9_bfr_autonet473_,10_bfr_autonet518_,11_bfr_autonet548_,12_bfrautoSplNet407,13_bfr_autonet322_,14_bfr_autonet669_,15_bfr_autonet768_,16_bfrautoSplNet32,,,,,,,,,,
99,,,,,,,,,8_bfr_autonet867_,9_bfr_autonet479_,10_bfr_autonet530_,11_bfr_autonet553_,12_bfrautoSplNet409,13_bfr_autonet340_,14_bfr_autonet671_,15_bfr_autonet788_,16_bfr_autonet769_,,,,,,,,,,
100,,,,,,,,,8_bfrautoSplNet398,9_bfr_autonet529_,10_bfr_autonet534_,11_bfr_autonet556_,12_bfrautoSplNet431,13_bfr_autonet366_,14_bfr_autonet685_,15_bfr_autonet792_,16_bfr_autonet789_,,,,,,,,,,
101,,,,,,,,,8_bfrautoSplNet462,9_bfr_autonet543_,10_bfr_autonet539_,11_bfr_autonet571_,12_bfrautoSplNet433,13_bfr_autonet371_,14_bfr_autonet697_,15_bfr_autonet793_,16_bfrautoSplNet289,,,,,,,,,,
102,,,,,,,,,8_bfr_autonet901_,9_bfr_autonet551_,10_bfr_autonet544_,11_bfrautoSplNet614,12_bfrautoSplNet444,13_bfr_0488_,14_bfr_autonet713_,15_bfr_autonet858_,16_bfr_autonet866_,,,,,,,,,,
103,,,,,,,,,8_bfr_autonet913_,9_bfr_autonet566_,10_bfr_autonet547_,11_bfr_autonet606_,12_bfrautoSplNet446,13_bfr_autonet394_,14_bfrautoSplNet20,15_bfr_autonet874_,16_bfr_autonet875_,,,,,,,,,,
104,,,,,,,,,8_bfr_autonet928_,9_bfr_autonet569_,10_bfr_autonet552_,11_bfr_autonet611_,12_bfrautoSplNet464,13_bfrautoSplNet42,14_bfrautoSplNet893,15_bfr_autonet878_,16_bfrautoSplNet938,,,,,,,,,,
105,,,,,,,,,8_bfr_autonet937_,9_bfr_autonet602_,10_bfr_autonet555_,11_bfr_autonet614_,12_bfrautoSplNet476,13_bfr_autonet439_,14_bfr_autonet747_,15_bfr_autonet881_,16_bfr_autonet909_,,,,,,,,,,
106,,,,,,,,,8_bfr_autonet948_,9_bfr_autonet609_,10_bfr_autonet570_,11_bfrautoSplNet629,12_bfrautoSplNet492,13_bfr_autonet469_,14_bfr_autonet758_,15_bfr_autonet888_,16_bfr_autonet921_,,,,,,,,,,
107,,,,,,,,,8_bfr_autonet961_,9_bfr_autonet618_,10_bfr_autonet603_,11_bfr_autonet625_,12_bfrautoSplNet526,13_bfr_autonet470_,14_bfr_autonet857_,15_bfr_autonet908_,16_bfrautoSplNet572,,,,,,,,,,
108,,,,,,,,,8_bfr_autonet984_,9_bfr_autonet623_,10_bfr_autonet605_,11_bfrautoSplNet638,12_bfrautoSplNet528,13_bfr_autonet476_,14_bfrautoSplNet930,15_bfr_autonet920_,16_bfr_autonet945_,,,,,,,,,,
109,,,,,,,,,,9_bfr_autonet632_,10_bfr_autonet610_,11_bfr_autonet634_,12_bfrautoSplNet539,13_bfrautoSplNet286,14_bfr_autonet907_,15_bfr_autonet934_,16_bfr_autonet955_,,,,,,,,,,
110,,,,,,,,,,9_bfr_autonet638_,10_bfr_autonet613_,11_bfrautoSplNet653,12_bfrautoSplNet541,13_bfr_autonet490_,14_bfr_autonet919_,15_bfr_autonet944_,16_bfrautoSplNet954,,,,,,,,,,
111,,,,,,,,,,9_bfr_autonet640_,10_bfr_autonet619_,11_bfr_autonet643_,12_bfr_autonet572_,13_bfr_autonet573_,14_bfr_autonet943_,15_bfr_autonet954_,16_bfrautoSplNet958,,,,,,,,,,
112,,,,,,,,,,9_bfr_autonet645_,10_bfr_autonet624_,11_bfrautoSplNet674,12_bfrautoSplNet615,13_bfr_autonet662_,14_bfr_autonet966_,15_bfr_autonet967_,16_bfr_autonet980_,,,,,,,,,,
113,,,,,,,,,,9_bfr_autonet658_,10_bfr_autonet627_,11_bfr_autonet649_,12_bfrautoSplNet623,13_bfr_autonet684_,14_bfr_autonet970_,15_bfr_autonet973_,16_bfr_autonet992_,,,,,,,,,,
114,,,,,,,,,,9_bfr_autonet680_,10_bfr_autonet633_,11_bfr_autonet660_,12_bfrautoSplNet624,13_bfr_autonet696_,14_bfrautoSplNet739,15_bfr_autonet976_,,,,,,,,,,,
115,,,,,,,,,,9_bfr_autonet708_,10_bfr_autonet636_,11_bfr_autonet682_,12_bfrautoSplNet637,13_bfr_autonet712_,14_bfr_autonet975_,15_bfr_autonet979_,,,,,,,,,,,
116,,,,,,,,,,9_bfr_autonet722_,10_bfrautoSplNet657,11_bfr_autonet690_,12_bfr_autonet629_,13_bfr_autonet726_,14_bfrautoSplNet848,,,,,,,,,,,,
117,,,,,,,,,,9_bfr_autonet733_,10_bfrautoSplNet665,11_bfr_autonet694_,12_bfrautoSplNet652,13_bfr_autonet737_,,,,,,,,,,,,,
118,,,,,,,,,,9_bfr_autonet742_,10_bfr_autonet642_,11_bfr_autonet710_,12_bfrautoSplNet666,13_bfr_autonet746_,,,,,,,,,,,,,
119,,,,,,,,,,9_bfr_autonet754_,10_bfr_autonet646_,11_bfr_autonet724_,12_bfrautoSplNet675,13_bfrautoSplNet896,,,,,,,,,,,,,
120,,,,,,,,,,9_bfr_autonet763_,10_bfr_autonet648_,11_bfr_autonet735_,12_bfr_autonet661_,13_bfrautoSplNet898,,,,,,,,,,,,,
121,,,,,,,,,,9_bfr_autonet775_,10_bfr_autonet659_,11_bfr_autonet744_,12_bfr_autonet683_,13_bfrautoSplNet252,,,,,,,,,,,,,
122,,,,,,,,,,9_bfr_autonet783_,10_bfr_autonet681_,11_bfr_autonet756_,12_bfrautoSplNet809,13_bfrautoSplNet280,,,,,,,,,,,,,
123,,,,,,,,,,9_bfr_autonet805_,10_bfr_autonet689_,11_bfr_autonet765_,12_bfr_autonet695_,13_bfr_autonet856_,,,,,,,,,,,,,
124,,,,,,,,,,9_bfr_autonet808_,10_bfr_autonet709_,11_bfr_autonet777_,12_bfr_autonet711_,13_bfr_autonet864_,,,,,,,,,,,,,
125,,,,,,,,,,9_bfrautoSplNet211,10_bfr_autonet723_,11_bfr_autonet785_,12_bfr_autonet725_,13_bfr_autonet871_,,,,,,,,,,,,,
126,,,,,,,,,,9_bfr_autonet827_,10_bfr_autonet734_,11_bfrautoSplNet224,12_bfr_autonet736_,13_bfrautoSplNet940,,,,,,,,,,,,,
127,,,,,,,,,,9_bfr_autonet835_,10_bfr_autonet743_,11_bfr_autonet828_,12_bfr_autonet745_,13_bfr_autonet906_,,,,,,,,,,,,,
128,,,,,,,,,,9_bfr_autonet844_,10_bfr_autonet755_,11_bfr_autonet832_,12_bfrautoSplNet895,13_bfr_autonet918_,,,,,,,,,,,,,
129,,,,,,,,,,9_bfr_autonet860_,10_bfr_autonet764_,11_bfr_autonet837_,12_bfr_autonet766_,13_bfrautoSplNet949,,,,,,,,,,,,,
130,,,,,,,,,,9_bfr_autonet902_,10_bfr_autonet776_,11_bfr_autonet847_,12_bfrautoSplNet897,13_bfr_autonet942_,,,,,,,,,,,,,
131,,,,,,,,,,9_bfr_autonet914_,10_bfr_autonet784_,11_bfrautoSplNet927,12_bfr_autonet786_,13_bfrautoSplNet952,,,,,,,,,,,,,
132,,,,,,,,,,9_bfr_autonet929_,10_bfr_autonet804_,11_bfr_autonet852_,12_bfr_autonet829_,13_bfr_autonet965_,,,,,,,,,,,,,
133,,,,,,,,,,9_bfrautoSplNet575,10_bfr_autonet820_,11_bfr_autonet855_,12_bfr_autonet831_,13_bfr_autonet971_,,,,,,,,,,,,,
134,,,,,,,,,,9_bfr_autonet939_,10_bfr_autonet826_,11_bfr_autonet862_,12_bfrautoSplNet251,13_bfr_autonet974_,,,,,,,,,,,,,
135,,,,,,,,,,9_bfr_autonet949_,10_bfr_autonet830_,11_bfr_autonet872_,12_bfr_autonet839_,13_bfr_autonet990_,,,,,,,,,,,,,
136,,,,,,,,,,9_bfr_autonet985_,10_bfr_autonet836_,11_bfr_autonet904_,12_bfr_autonet846_,13_bfrautoSplNet965,,,,,,,,,,,,,
137,,,,,,,,,,,10_bfrautoSplNet925,11_bfr_autonet916_,12_bfr_autonet853_,,,,,,,,,,,,,,
138,,,,,,,,,,,10_bfr_autonet848_,11_bfr_autonet931_,12_bfr_autonet863_,,,,,,,,,,,,,,
139,,,,,,,,,,,10_bfr_autonet851_,11_bfr_autonet940_,12_bfr_autonet870_,,,,,,,,,,,,,,
140,,,,,,,,,,,10_bfr_autonet861_,11_bfr_autonet951_,12_bfrautoSplNet936,,,,,,,,,,,,,,
141,,,,,,,,,,,10_bfr_autonet868_,11_bfr_autonet963_,12_bfr_autonet886_,,,,,,,,,,,,,,
142,,,,,,,,,,,10_bfr_autonet869_,11_bfrautoSplNet828,12_bfr_autonet905_,,,,,,,,,,,,,,
143,,,,,,,,,,,10_bfr_autonet903_,11_bfr_autonet988_,12_bfr_autonet917_,,,,,,,,,,,,,,
144,,,,,,,,,,,10_bfr_autonet915_,11_bfr_autonet994_,12_bfr_autonet932_,,,,,,,,,,,,,,
145,,,,,,,,,,,10_bfr_autonet930_,,12_bfr_autonet941_,,,,,,,,,,,,,,
146,,,,,,,,,,,10_bfr_autonet950_,,12_bfr_autonet952_,,,,,,,,,,,,,,
147,,,,,,,,,,,10_bfr_autonet962_,,12_bfr_autonet964_,,,,,,,,,,,,,,
148,,,,,,,,,,,10_bfr_autonet986_,,12_bfr_autonet989_,,,,,,,,,,,,,,
149,,,,,,,,,,,10_bfr_autonet993_,,12_bfr_autonet995_,,,,,,,,,,,,,,
